45,633110524217471386,69510 Forest Dale Alley,$1.28,Ice Cream - Turtles Stick Bar,1706177066
195,3565381140010716,60231 Ramsey Trail,$9.65,Dip - Tapenade,1706177067
157,3547847154411431,06795 Surrey Junction,$5.79,Bread - Pumpernickle Rounds,1706177068
10,3547968550419883,44752 Becker Junction,$2.12,Lettuce Romaine Chopped,1706177069
78,5374479270694113,96857 Ryan Parkway,$6.80,Gelatine Powder,1706177070
159,3551211297769721,500 Troy Court,$9.47,Beef - Flank Steak,1706177071
8,6334549024776387,36292 Park Meadow Park,$2.80,Compound - Strawberry,1706177072
117,6763406516764829,0 Laurel Point,$2.70,Flax Seed,1706177073
185,3557161204252671,1169 Schmedeman Place,$7.40,Tomatoes - Plum Canned,1706177074
145,6334804186202494,1755 Caliangt Junction,$5.28,Beef - Top Sirloin,1706177075
180,3544930707061813,11 Goodland Point,$5.97,Calaloo,1706177076
162,5602241004015865156,0601 Fuller Alley,$2.39,Bandage - Fexible 1x3,1706177077
143,5048378352417953,7811 John Wall Terrace,$6.63,Flower - Dish Garden,1706177078
85,3562424574497950,41620 Petterle Way,$4.08,Wine - Bouchard La Vignee Pinot,1706177079
195,5602255985172371298,4737 Donald Pass,$5.18,Mackerel Whole Fresh,1706177080
138,060469713429778836,23 Hermina Park,$4.39,Melon - Honey Dew,1706177081
127,201880818345599,01 Annamark Lane,$5.86,Olive - Spread Tapenade,1706177082
184,3565563888308341,010 Stuart Circle,$8.57,Longos - Penne With Pesto,1706177083
62,3546876062219215,349 Jenifer Point,$0.82,Basil - Dry Rubbed,1706177084
103,6763472232328180364,65 Larry Alley,$3.57,Chicken Giblets,1706177085
9,3588956398904885,96106 Alpine Hill,$9.43,Cassis,1706177086
160,5555438914651518,76858 Fallview Way,$9.46,Shiratamako - Rice Flour,1706177087
78,3567490764609006,883 Cascade Center,$0.13,Chips - Doritos,1706177088
175,5602236593872725,11314 Holmberg Plaza,$4.54,Chicken - Soup Base,1706177089
137,36783370988072,6166 Everett Parkway,$3.22,Bagel - Everything,1706177090
10,5010122146197842,37 Forest Place,$0.11,Tea - Jasmin Green,1706177091
22,30469048159959,393 Fairfield Trail,$1.90,Soup - Knorr Chicken Noodle,1706177092
141,5391417909887657,4842 Sauthoff Center,$7.72,Mushrooms - Honey,1706177093
31,343719659099098,98598 Grover Hill,$8.89,Placemat - Scallop White,1706177094
32,3570962397327102,1 Carey Place,$1.68,Dome Lid Clear P92008h,1706177095
70,5177205619033849,201 Maryland Crossing,$8.66,Cheese - Grana Padano,1706177096
61,5602216854408146,7 Shopko Point,$7.73,Beer - Blue Light,1706177097
84,5100139289569331,070 Leroy Point,$9.82,Ecolab - Hobart Upr Prewash Arm,1706177098
117,4017955506183,381 Lunder Park,$6.06,Liqueur - Melon,1706177099
185,4041594612194,1392 Hoffman Park,$8.31,Wine - Soave Folonari,1706177100
140,3531002993562279,5741 Hallows Trail,$9.92,Carbonated Water - Lemon Lime,1706177101
5,3528843925769978,8 Northwestern Avenue,$0.41,Marsala - Sperone Fine D.o.c.,1706177102
95,3561616768168906,009 Burrows Point,$0.31,Cups 10oz Trans,1706177103
145,3569757258202086,429 Forster Junction,$5.25,Soup - Base Broth Chix,1706177104
133,3577880107399687,1 Forest Dale Road,$2.69,Turkey Leg With Drum And Thigh,1706177105
139,3548087891946824,44 Northridge Point,$6.28,Soup - Campbells Chili,1706177106
121,3529065272060103,95 Schurz Avenue,$7.04,Wine - Duboeuf Beaujolais,1706177107
142,5126930422902573,8867 Judy Trail,$0.83,Coffee Cup 8oz 5338cd,1706177108
140,337941410487341,43 Gale Way,$1.03,Cheese - Ricotta,1706177109
55,3564931848301733,9 5th Hill,$3.60,Apricots - Dried,1706177110
40,5498958535896051,5259 Blaine Junction,$7.64,Soup - Campbells Creamy,1706177111
61,3575621658384898,3 Dottie Point,$6.92,Pheasants - Whole,1706177112
29,3529541924058828,87828 Forest Run Court,$9.21,Cherries - Frozen,1706177113
159,6763931608280699,24 Esker Circle,$0.60,Chicken - Bones,1706177114
121,060495212798699846,9 Twin Pines Pass,$3.35,Oil - Sesame,1706177115
136,6388046072965868,867 Declaration Avenue,$6.50,Food Colouring - Pink,1706177116
40,3587823872299912,273 Summit Alley,$7.08,Ham Black Forest,1706177117
167,3563022035787933,9262 Bunting Parkway,$5.28,Iced Tea - Lemon 340ml,1706177118
128,5018424170778256327,4 Michigan Avenue,$6.30,Cucumber - Pickling Ontario,1706177119
142,3561685708328979,14966 Glacier Hill Hill,$4.66,Flavouring - Orange,1706177120
33,63042174949521026,4040 Mosinee Street,$9.77,Peas Snow,1706177121
23,201872051418639,96 Dawn Circle,$9.02,Wine - Jaboulet Cotes Du Rhone,1706177122
163,3583217035220655,9683 Golden Leaf Court,$5.69,Salt - Celery,1706177123
106,5048373950511315,177 Shoshone Point,$8.00,Sauce - Demi Glace,1706177124
168,3547159144257886,3 Linden Alley,$9.66,Tomato Paste,1706177125
45,6389960719543525,744 Anniversary Hill,$6.37,Fruit Mix - Light,1706177126
106,201427932448469,45 Eastlawn Circle,$6.83,Basil - Fresh,1706177127
118,6333210029410404,32 Del Sol Center,$8.06,Pepperoni Slices,1706177128
60,5602223099074667,59 Moulton Crossing,$5.71,Coconut - Whole,1706177129
166,6384381523784095,8305 Bluejay Way,$5.45,Crab - Imitation Flakes,1706177130
165,3530643184013019,89255 Transport Parkway,$7.19,Basil - Seedlings Cookstown,1706177131
19,4017954690798,94674 Dixon Crossing,$2.58,Sauce - Chili,1706177132
141,5414523799166244,448 Cherokee Court,$2.71,Syrup - Monin - Granny Smith,1706177133
130,67628340873325774,82669 Old Shore Circle,$5.64,Rootbeer,1706177134
114,3531939473926278,85 Golf Place,$5.75,Bar Mix - Lime,1706177135
43,6391791427918519,8368 Clove Terrace,$9.10,Creme De Cacao White,1706177136
89,5100143778137808,96 Rutledge Trail,$7.62,Huck Towels White,1706177137
7,4508505157072197,634 American Ash Circle,$3.37,Wine - Jafflin Bourgongone,1706177138
171,374288184158557,2 Stuart Crossing,$1.41,Mint - Fresh,1706177139
131,5100148111267402,7 Butterfield Trail,$6.40,Cauliflower,1706177140
72,56022333817598254,22 Spenser Trail,$5.38,Jam - Blackberry 20 Ml Jar,1706177141
86,676713867030028135,4 Magdeline Terrace,$1.80,Paper Towel Touchless,1706177142
158,30201866110586,96921 Redwing Street,$5.44,Pumpkin,1706177143
8,3577385231051428,4055 Boyd Center,$5.11,Chocolate - Semi Sweet,1706177144
153,374283199704875,96 Fairview Pass,$8.93,Cranberries - Frozen,1706177145
154,5602256657612916,598 Katie Parkway,$1.47,Pear - Halves,1706177146
122,3535264968514935,187 Maple Wood Road,$6.75,Beef - Sushi Flat Iron Steak,1706177147
26,4017956732116450,70 Bellgrove Avenue,$8.51,Cheese - Manchego Spanish,1706177148
113,4026380745187375,985 Kedzie Trail,$9.99,Beef - Top Sirloin - Aaa,1706177149
7,3541122865037776,849 Beilfuss Pass,$6.44,Chicken - Livers,1706177150
122,5602215580136898,28392 Namekagon Drive,$5.57,Beer - Paulaner Hefeweisse,1706177151
62,3550242828708681,72 Bellgrove Road,$4.16,Wine - Alsace Riesling Reserve,1706177152
119,3540867513315633,1 Susan Way,$3.95,Soup - Campbells Classic Chix,1706177153
118,3589843621559380,2500 Spenser Center,$9.14,Cotton Wet Mop 16 Oz,1706177154
7,4017959622127,7074 Trailsway Trail,$4.64,Oil - Sesame,1706177155
111,5018181839869542307,6775 Carpenter Park,$6.56,Sugar - Palm,1706177156
39,4913313187284349,032 Schiller Street,$5.04,Pasta - Linguini Dry,1706177157
12,3534267261009181,96 Leroy Alley,$7.07,Wine - Saint - Bris 2002 Sauv,1706177158
159,5100135084129313,11535 Morningstar Trail,$3.04,Swiss Chard,1706177159
145,4936595105712733673,14608 Melvin Place,$4.76,Pea - Snow,1706177160
158,201785968774284,3 Waubesa Junction,$8.85,Oven Mitts 17 Inch,1706177161
21,5602245010676601,1926 New Castle Alley,$2.41,Trout - Rainbow Frozen,1706177162
135,3582620857264779,8 Ronald Regan Avenue,$1.03,Cheese - Pont Couvert,1706177163
81,3531111525748544,65 Elmside Lane,$2.95,Wiberg Super Cure,1706177164
14,5602217236436177,38 Tony Pass,$0.38,Pike - Frozen Fillet,1706177165
73,3540635865235802,41 1st Drive,$4.93,Spice - Chili Powder Mexican,1706177166
151,3563550449711354,770 Meadow Ridge Road,$6.63,Swordfish Loin Portions,1706177167
48,201676713635153,11 Manley Court,$3.73,Cake Slab,1706177168
123,5010128610660041,87 Talmadge Junction,$4.12,Pastry - Cheese Baked Scones,1706177169
93,201649263310410,1 Mcguire Center,$8.90,Sprouts - Onion,1706177170
195,3578689873823013,156 Northwestern Plaza,$6.10,Juice - Apple 1.36l,1706177171
135,3544892955614901,72234 Texas Drive,$7.21,Shrimp - 100 / 200 Cold Water,1706177172
71,6334498127679934,05781 Dexter Lane,$0.85,Bread - Flat Bread,1706177173
169,30406647347999,83 Meadow Valley Lane,$2.37,Wine - Clavet Saint Emilion,1706177174
65,3580204255786261,14917 Heath Point,$2.83,Dried Apple,1706177175
53,374622260027734,4 Birchwood Avenue,$8.83,Wine - Placido Pinot Grigo,1706177176
30,3555746332125781,97 Rigney Point,$0.52,Sobe - Liz Blizz,1706177177
101,3564969552348805,8400 Sycamore Place,$1.30,Flour - Bread,1706177178
63,3587528241475537,6 Caliangt Avenue,$8.43,Tarts Assorted,1706177179
179,676355459100883343,4 Roth Way,$1.91,French Pastry - Mini Chocolate,1706177180
1,5610925364897305,61656 Bayside Crossing,$3.22,Appetizer - Mini Egg Roll Shrimp,1706177181
5,3569177437464129,95016 Crescent Oaks Junction,$2.82,Mountain Dew,1706177182
199,5038399616814708985,33 Brentwood Plaza,$7.66,Mushrooms - Honey,1706177183
63,3531399648321071,0892 Sundown Crossing,$2.43,Bread Base - Gold Formel,1706177184
141,201830224488012,5 Lerdahl Pass,$1.71,Beef - Tongue Fresh,1706177185
121,5168061607933677,1 Summerview Place,$7.92,Horseradish - Prepared,1706177186
7,3573405802207979,13 Lindbergh Hill,$5.20,Sorrel - Fresh,1706177187
160,4041594208336987,0 Blackbird Terrace,$1.77,Figs,1706177188
98,3545359197076249,8375 Westridge Way,$2.22,Flower - Potmums,1706177189
77,201813943479769,3653 Sutteridge Park,$0.12,Cheese - Grie Des Champ,1706177190
10,589361033520439486,2 Lawn Place,$1.19,Bacardi Limon,1706177191
120,201440431337794,7 Haas Drive,$8.10,Flour - Strong,1706177192
163,3567418320476966,4642 Lien Avenue,$7.00,Bread Fig And Almond,1706177193
136,3568052806727136,35 Reinke Hill,$5.13,Versatainer Nc - 888,1706177194
146,3574052371415531,21695 Summit Hill,$3.01,Bread - Corn Muffaleta Onion,1706177195
31,5583353457454012,888 Myrtle Plaza,$7.63,Sobe - Berry Energy,1706177196
21,3532005012197414,124 Golf Park,$1.95,Tart Shells - Savory 3,1706177197
94,3563557569252127,00510 Homewood Road,$7.61,Plate Foam Laminated 9in Blk,1706177198
129,676157965026231649,6870 Farragut Trail,$5.31,Muffin Hinge - 211n,1706177199
45,3573900854583012,445 Anzinger Street,$0.53,Fennel,1706177200
101,5048378291071986,779 Eliot Plaza,$7.71,Longan,1706177201
7,5007660020127778,130 Oak Hill,$0.23,Capon - Breast Double Wing On,1706177202
112,6334192889405253,027 Grim Alley,$1.05,Towel Dispenser,1706177203
143,4936773140872163092,3 Meadow Vale Road,$0.11,Muffin Mix - Oatmeal,1706177204
1,676292382647762919,2 Shopko Pass,$3.15,Ecolab Digiclean Mild Fm,1706177205
173,3544920160161481,8046 Summerview Place,$6.08,Bread - Burger,1706177206
89,3575593679562077,19465 Service Alley,$0.58,Flour - Bran Red,1706177207
115,3589727215080673,0485 Dakota Center,$2.83,Tea Leaves - Oolong,1706177208
74,371749125922529,2317 Golf Course Hill,$8.11,Muffin Chocolate Individual Wrap,1706177209
46,3581448433748466,3 Monica Point,$7.14,Bowl 12 Oz - Showcase 92012,1706177210
96,30017561457969,3634 Fulton Parkway,$3.46,Wine - Bouchard La Vignee Pinot,1706177211
17,30199805135427,7 Bartelt Plaza,$1.94,Longan,1706177212
104,372301706859131,942 Pine View Point,$5.57,Tea Leaves - Oolong,1706177213
88,3564025625664312,6 Merry Park,$6.09,Crab - Blue Frozen,1706177214
111,3580004679237226,35 Harbort Court,$3.61,Sauce - Mint,1706177215
150,3544284239159640,4730 Little Fleur Lane,$0.21,Cake Sheet Combo Party Pack,1706177216
104,3571281793384313,0321 Meadow Valley Drive,$8.97,Beef - Ground Medium,1706177217
79,3533423578558714,6759 Tomscot Parkway,$6.54,Pepper - Chipotle Canned,1706177218
97,30415749786913,67685 Orin Pass,$9.23,Initation Crab Meat,1706177219
42,4387428127558698,42 Sutteridge Road,$2.50,Eggplant Italian,1706177220
57,374288435369193,2 Gerald Street,$1.13,Spinach - Packaged,1706177221
23,4913328046966241,833 Nancy Lane,$5.44,Bread - Corn Muffaleta Onion,1706177222
150,3572417980968919,38537 Sage Junction,$2.14,Wine - Redchard Merritt,1706177223
60,5602215078968984,6 Express Lane,$7.59,Octopus - Baby Cleaned,1706177224
159,372301267182196,88158 Namekagon Road,$0.76,Soup - Campbells Minestrone,1706177225
109,30172103435161,159 Toban Point,$3.59,Garam Marsala,1706177226
18,50383596692819757,65 Browning Plaza,$7.71,Basil - Pesto Sauce,1706177227
126,3589652335140217,75 Sycamore Crossing,$2.04,Snapple Raspberry Tea,1706177228
85,36893678703493,8020 Hansons Avenue,$2.36,Rum - Cream Amarula,1706177229
113,4041599349602,08 Stoughton Alley,$9.31,Nescafe - Frothy French Vanilla,1706177230
160,560221020109111843,108 Ohio Lane,$0.25,Cheese - Goat,1706177231
108,50188792041905119,41 Graedel Point,$8.42,Compound - Strawberry,1706177232
162,337941273733245,10344 Delladonna Lane,$5.17,Soup Campbells - Tomato Bisque,1706177233
170,5108754090094022,98812 Eliot Pass,$9.19,Wine - Barossa Valley Estate,1706177234
156,3577712514891735,50151 Del Mar Hill,$3.76,Wanton Wrap,1706177235
184,201459534838888,3 Lotheville Hill,$4.61,Tamarillo,1706177236
44,6388879129949653,2370 Kinsman Park,$3.97,Prunes - Pitted,1706177237
59,374622651200569,60 Mifflin Court,$1.48,Island Oasis - Banana Daiquiri,1706177238
20,0604328963824888,4202 Mariners Cove Place,$1.76,Remy Red Berry Infusion,1706177239
16,4175005950650358,77264 Buena Vista Court,$3.25,Artichoke - Hearts Canned,1706177240
193,3570322696964164,07462 Reindahl Park,$3.02,Flour Dark Rye,1706177241
182,5602240558191824,9 Gale Way,$10.00,Chinese Lemon Pork,1706177242
22,4917490457716410,3 Bay Plaza,$2.87,Icecream - Dstk Strw Chseck,1706177243
74,3558206768232590,488 Bultman Park,$4.77,Lotus Root,1706177244
31,201905230079524,34266 Erie Avenue,$7.77,Straw - Regular,1706177245
177,36561594136037,8 Anhalt Point,$7.22,Mix - Cocktail Ice Cream,1706177246
102,5100134176553704,44 Browning Court,$1.28,Wine - Red Pelee Island Merlot,1706177247
173,5610826742361438,528 Melvin Road,$2.58,Mushroom - Chantrelle Fresh,1706177248
171,3538790055491766,97 Morningstar Junction,$5.42,Rye Special Old,1706177249
177,3558268229824589,1205 Del Sol Avenue,$4.05,Chocolate - Milk,1706177250
4,3569324174001371,29 Maple Wood Parkway,$2.98,Shrimp - Tiger 21/25,1706177251
87,3579435112245462,710 Red Cloud Plaza,$2.48,Bacardi Limon,1706177252
196,67592003851002987,90731 Jenna Court,$2.41,Turkey - Oven Roast Breast,1706177253
151,3550206674384418,53 Iowa Crossing,$9.94,Waffle Stix,1706177254
38,3539716817048528,13547 Stoughton Way,$0.62,Madeira,1706177255
146,30123994409773,8952 Fallview Crossing,$3.29,Chevril,1706177256
90,0604693455921589963,9017 Blaine Junction,$4.63,Liners - Banana Paper,1706177257
7,3563047464672074,960 Hermina Junction,$0.90,Plate - Foam Bread And Butter,1706177258
102,6304510185995725,330 Debra Court,$2.38,Apron,1706177259
96,5048373118613094,8 Kropf Street,$5.27,Tarragon - Primerba Paste,1706177260
63,30014318762544,3714 Myrtle Terrace,$6.08,Potato - Sweet,1706177261
187,5100142915386823,547 West Place,$4.82,Pastry - Banana Tea Loaf,1706177262
74,372301798830230,7011 Bartillon Drive,$9.76,Olives - Stuffed,1706177263
52,201679566220289,1 Forest Run Court,$1.72,Lamb - Loin Chops,1706177264
86,4936797594474373,6260 Rockefeller Court,$8.20,Strawberries - California,1706177265
6,374288078419115,6 Riverside Court,$6.47,Cheese - Grie Des Champ,1706177266
118,3549830365084708,729 Elmside Place,$3.11,Coffee Beans - Chocolate,1706177267
49,337941343848411,33 Heffernan Alley,$6.44,Beer - Mill St Organic,1706177268
18,3534024769948307,509 Bluestem Pass,$7.63,Nantucket - 518ml,1706177269
142,3578119792274734,402 Mayfield Pass,$5.72,Calypso - Lemonade,1706177270
98,201861487560312,221 Buhler Alley,$3.30,Cabbage - Savoy,1706177271
77,3568216332544964,9159 5th Junction,$4.40,Cheese - Provolone,1706177272
66,5100137674571060,2 Dorton Hill,$1.54,Dc - Sakura Fu,1706177273
188,30221897639965,2526 Kinsman Avenue,$6.08,Rice - Brown,1706177274
97,3569250814371603,917 Ludington Park,$6.31,Sauce - Black Current Dry Mix,1706177275
119,3567109321794263,15338 Ramsey Street,$0.55,Pizza Pizza Dough,1706177276
7,5602231015777271,2 Kropf Plaza,$8.64,Turkey Tenderloin Frozen,1706177277
122,56022198850927953,5451 Dayton Avenue,$2.54,Wine - Montecillo Rioja Crianza,1706177278
115,340135286978054,80540 Meadow Valley Junction,$8.71,Quiche Assorted,1706177279
102,0604773691623012622,35 Monica Point,$1.23,Chicken - Thigh Bone In,1706177280
74,3548827212982093,02 Grayhawk Way,$0.28,Coffee - Decaffeinato Coffee,1706177281
137,201576543293571,17 Hoard Way,$0.67,Beef - Top Butt Aaa,1706177282
127,6333451314986300919,522 Golden Leaf Crossing,$4.66,Rum - Cream Amarula,1706177283
36,3579877600032490,0 Everett Junction,$8.54,Sparkling Wine - Rose Freixenet,1706177284
190,67615566763105224,5 Schmedeman Street,$2.74,Coffee - Almond Amaretto,1706177285
61,4903218215685452,423 Barnett Plaza,$3.38,Squash - Acorn,1706177286
81,379883753462656,374 Vernon Pass,$0.54,Oven Mitts - 15 Inch,1706177287
177,5602245272486095,21191 Bobwhite Avenue,$7.83,Tomatoes - Roma,1706177288
162,67099670619583579,6879 John Wall Road,$6.32,Oil - Shortening - All - Purpose,1706177289
22,490589801875251160,0 Gina Crossing,$1.84,Jello - Assorted,1706177290
81,3584612892027822,8959 Lake View Parkway,$8.55,Rice - Sushi,1706177291
125,3563251965904628,2209 Kropf Pass,$1.68,Lettuce - Belgian Endive,1706177292
62,4917992245953783,26 Anthes Avenue,$2.79,Marjoram - Fresh,1706177293
39,30274803880009,3200 Sutherland Circle,$4.91,Instant Coffee,1706177294
158,670959441945126297,23209 Spaight Crossing,$10.00,Tomato - Tricolor Cherry,1706177295
164,201739879156727,96566 Forest Run Avenue,$9.81,Rum - Dark Bacardi Black,1706177296
99,560223959017316598,59 Stoughton Parkway,$2.17,Wine - Prosecco Valdobienne,1706177297
16,3562314945636867,880 Anthes Road,$7.78,Glaze - Apricot,1706177298
115,3537342689870691,491 Bonner Drive,$5.25,Pike - Frozen Fillet,1706177299
33,67615559084794578,18412 Laurel Park,$6.66,Ginger - Crystalized,1706177300
112,3562243981633589,593 Pine View Parkway,$5.91,Lamb - Racks Frenched,1706177301
186,3549693252008275,67 Green Ridge Place,$8.80,Capon - Breast Wing On,1706177302
21,3587356983124620,54 Ramsey Plaza,$3.08,Cheese - Colby,1706177303
52,30337470105875,40 Burrows Hill,$2.86,Bread Cranberry Foccacia,1706177304
134,6759733892937133,1393 Sherman Lane,$4.88,Longos - Chicken Curried,1706177305
29,201403898626141,83 Oriole Parkway,$6.36,Petit Baguette,1706177306
91,3548469423328848,163 Vermont Street,$2.85,Galliano,1706177307
6,3553675540558693,0331 Farmco Point,$7.65,Kellogs All Bran Bars,1706177308
60,3563920501054847,45191 Sycamore Circle,$4.97,Veal - Brisket Provimibnls,1706177309
